Id del anuncio,Título,Tipo de inmueble,Descripción,Dirección,Barrio,Municipio,Distrito,Habitaciones,Baños,Metros cuadrados construidos,Planta,Ascensor (Sí/No),Obra nueva (Sí/No),Piscina (Sí/No),Terraza (Sí/No),Parking (Sí/No),Parking incluido en el precio (Sí/No),Aire acondicionado (Sí/No),Trastero (Sí/No),Jardín (Sí/No),Precio,Grupo
105287667,"Ático en Gamazo, 6",Ático,"TRANSFORMA ESTE PISO EN UN PISAZO CON VISTAS. (LUZ+ESPACIO+VISTAS+UBICACIÓN) Si buscas un PISO PARA REFORMAR TODO EXTERIOR en pleno centro, date un paseo virtual (mira bien el plano donde figuran todas las estancias y complementa con el reportaje, vídeo y el tour virtual 3D que te hemos preparado para ti, con mucho cariño, para que entiendas bien esta casa). Estudia las posibilidades de esta vivienda.  Nota: alguna estancia no está fotografiada.  Sigue leyendo y te doy detalles interesantes. Este piso está situado en una octava planta, TODO EXTERIOR, por lo que te puedes imaginar lo luminoso que es y las vistas que tiene por encima de todos los tejados. Entre Plaza Madrid y la Estación de tren. Una ubicación estupenda, verdad que sí? Mira el plano con detenimiento para ver cómo se podría ajustar a lo que tú necesitas. Unos 158 m2 construidos de vivienda que consta de 3 dormitorios, un despacho y 2 baños. Un salón-comedor en dos estancias y fíjate en la cocina que es de buen tamaño. El hall es muy ambplio y ten en cuenta que la vivienda tiene dos puertas de entrada, por el hall y por la cocina. Una galería cerrada recorre la fachada sur a la que se accede desde dos de los dormitorios y una terraza abierta que da a la calle Gamazo en el dormitorio principal actual. Te enviamos el plano en pdf para que puedas imaginar tu piso reformado. Pídenoslo! La calefacción es central con contador individual por radiador. Quizá te interese cambiar el sistema a uno más actual aprovechando la reforma? Hay muchas opciones. Colaboramos con muchos arquitectos que pueden hacer maravillas para ti. Te puede encajar? Llámanos. Te lo enseñamos encantados. Abierta agenda de visitas. Solicita la tuya. En REMAX Pisuerga, (Oficinas en Plaza Poniente) primera franquicia en Valladolid, somos veteranos, somos grandes. Te recibimos encantados. NOTA: La información, fotografías y croquis del inmueble en este anuncio tienen un fin únicamente informativo, no contractual ni vinculante, careciendo de validez jurídica.","Gamazo, 6",-,Valladolid,Centro,4,2,158,8,Sí,No,No,Sí,No,No,No,No,No,327000,3
105134279,Piso en calle De la Morelia s/n,Piso,"Célere Morelia situado en la zona de Parquesol, es un conjunto residencial pensado para tu comodidad y la de los tuyos. La promoción está compuesta por un edificio de 110 viviendas, distribuidas en Planta Baja, 3 plantas y áticos. Cuenta con viviendas de 1, 2, 3 y 4 dormitorios la mayoría con espléndidas terrazas y una magnífica orientación sur. Tu casa será el lugar ideal donde desarrollar tu vida sin preocupaciones, con la combinación perfecta entre zonas comunes, lugar tranquilo y desarrollo urbano. Hemos cuidado la calidad, la versatilidad y la sostenibilidad, aspectos fundamentales dentro de la promoción, cuidando cada detalle. En Vía Célere apostamos por innovar e implantar sistemas cada vez más eficientes, consiguiendo edificios más sostenibles y comprometidos con el medio ambiente. Célere Morelia tiene calificación energética A, lo que supone una disminución de emisiones CO2 y una reducción significativa de la demanda energética del edificio a lo que contribuye la conexión a la red de calor urbana y los paneles fotovoltaicos en cubierta. Consiguiendo así un ahorro energético para que puedas vivir tu vida de una manera cómoda y fácil. Revolucionamos el concepto de zonas comunes y nos diferenciamos por darles un papel primordial dentro de la promoción, dispone de piscina de adultos e infantil junto con solarium y zonas verdes. Igualmente irá equipada de sala social-gourmet donde disfrutar de reuniones con amigos y familiares. Gimnasio para poder mantenerse en forma, sala infantil interior, zona de juego de niños exterior y cuarto para bicicletas. Célere Morelia son casas que construyen tu futuro ZONAS COMUNES Piscina Solarium Zonas verdes Parque infantil Gimnasio Sala infantil Sala gourmet Zona de juegos Cuarto bicicletas UBICACIÓN Y ALREDEDORES Célere Morelia se encuentra ubicada dentro del barrio de Parquesol, en la calle que da nombre a la promoción. Una zona residencial con baja densidad y amplios espacios verdes y jardines para disfrute de toda la familia. Ofrece innumerables servicios, para cubrir sus necesidades, como supermercados, colegios e institutos, ofreciendo las ventajas de un barrio equipado. Perfectamente comunicado con la ciudad, mediante líneas de Autobús 8,9, 10, C1, C2. Así mismo, Célere Morelia se encuentra junto a los accesos de salida de la ciudad hacia la A-62 tanto por la Ronda Interior sur como por la Avda. Real Valladolid.",calle De la Morelia s/n,-,Valladolid,Parquesol,2,2,97,1,Sí,Sí,Sí,Sí,No,No,No,No,No,227100,19
105134581,Ático en calle De la Morelia s/n,Ático,"Célere Morelia situado en la zona de Parquesol, es un conjunto residencial pensado para tu comodidad y la de los tuyos. La promoción está compuesta por un edificio de 110 viviendas, distribuidas en Planta Baja, 3 plantas y áticos. Cuenta con viviendas de 1, 2, 3 y 4 dormitorios la mayoría con espléndidas terrazas y una magnífica orientación sur. Tu casa será el lugar ideal donde desarrollar tu vida sin preocupaciones, con la combinación perfecta entre zonas comunes, lugar tranquilo y desarrollo urbano. Hemos cuidado la calidad, la versatilidad y la sostenibilidad, aspectos fundamentales dentro de la promoción, cuidando cada detalle. En Vía Célere apostamos por innovar e implantar sistemas cada vez más eficientes, consiguiendo edificios más sostenibles y comprometidos con el medio ambiente. Célere Morelia tiene calificación energética A, lo que supone una disminución de emisiones CO2 y una reducción significativa de la demanda energética del edificio a lo que contribuye la conexión a la red de calor urbana y los paneles fotovoltaicos en cubierta. Consiguiendo así un ahorro energético para que puedas vivir tu vida de una manera cómoda y fácil. Revolucionamos el concepto de zonas comunes y nos diferenciamos por darles un papel primordial dentro de la promoción, dispone de piscina de adultos e infantil junto con solarium y zonas verdes. Igualmente irá equipada de sala social-gourmet donde disfrutar de reuniones con amigos y familiares. Gimnasio para poder mantenerse en forma, sala infantil interior, zona de juego de niños exterior y cuarto para bicicletas. Célere Morelia son casas que construyen tu futuro ZONAS COMUNES Piscina Solarium Zonas verdes Parque infantil Gimnasio Sala infantil Sala gourmet Zona de juegos Cuarto bicicletas UBICACIÓN Y ALREDEDORES Célere Morelia se encuentra ubicada dentro del barrio de Parquesol, en la calle que da nombre a la promoción. Una zona residencial con baja densidad y amplios espacios verdes y jardines para disfrute de toda la familia. Ofrece innumerables servicios, para cubrir sus necesidades, como supermercados, colegios e institutos, ofreciendo las ventajas de un barrio equipado. Perfectamente comunicado con la ciudad, mediante líneas de Autobús 8,9, 10, C1, C2. Así mismo, Célere Morelia se encuentra junto a los accesos de salida de la ciudad hacia la A-62 tanto por la Ronda Interior sur como por la Avda. Real Valladolid.",calle De la Morelia s/n,-,Valladolid,Parquesol,3,2,104,4,Sí,Sí,Sí,Sí,No,No,No,No,No,313200,19
102774771,Piso en calle Ebro,Piso,"Este piso en la planta baja, con una superficie construida aproximada de 90 m2 y una superficie útil de 77 m2, cuenta con tres dormitorios y dos baños. Además, ofrece un espacioso patio y la comodidad de un ascensor. En excelente estado de conservación, construido en 2007. Se ubica en el barrio de Las Delicias, en Valladolid. Próximos pasos Haz click en el ‘enlace adicional’ debajo del mapa – te llevará a la página de la propiedad en nuestra web donde podrás: Agendar una visita | Acceder a los documentos legales | Hacer una oferta | Contactar con nuestro equipo directamente No cobramos comisión al comprador.",calle Ebro,-,Valladolid,Delicias,3,2,90,-,Sí,No,No,No,No,No,No,No,No,80000,8
103554978,Piso en paseo de Zorrilla,Piso,"Piso en venta en una ubicación privilegiada, con vistas al Paseo Zorrilla.  Este luminoso y amplio inmueble cuenta con 4 dormitorios, perfecto para una familia. Además, dispone de 1 baño completo y 1 aseo, brindando comodidad y funcionalidad.  El salón, con acceso a una terraza de 7 metros cuadrados, y una cocina, con galería abierta. Las ventanas dobles, con hierro en el interior y aluminio en el exterior, garantizan un excelente aislamiento térmico y acústico, las puertas son de Nogal, y los suelos de parquet, sintasol y cerámicos en cocina y baño, aportan calidez y durabilidad.  Además, cuenta con calefacción de gas natural individualizado, para que disfrutes de una temperatura confortable en todas las estaciones.  La puerta de seguridad brinda, y el edificio cuenta con ascensor. No pierdas la oportunidad de adquirir este fantástico piso en una de las mejores zonas de la ciudad. ¡Llámanos para más información! COMERCIAL JAVI:  KEYKASA. ES.",paseo de Zorrilla,-,Valladolid,Cuatro de Marzo,4,2,139,10,Sí,No,No,No,No,No,No,No,No,183000,8
98535272,Piso en paseo Zorrilla,Piso,"Se vende vivienda situada en el Paseo de Zorrilla junto Hospital Militar, exterior, con un gran Holl que da paso a los 6 dormitorios, cocina con Office, despensero, terraza y tres baños, gran salon de 6o m con grandes ventanales en esquina al  puertas de acceso, ascensor privado que te lleva directamente a la terraza de la cocina, los tres cuartos de baño son completos, la vivienda es muy luminosa orientación sur-este, muy buena ubicación con todos los servicios, colegios, autobuses, comercios, cafeterias y el Campo Grande, con plaza de Garaje. Opcional.",paseo Zorrilla,-,Valladolid,Pº Zorrilla - Campo Grande,6,3,248,1,Sí,No,No,Sí,Sí,No,No,No,No,360000,3
105134279,Piso en calle De la Morelia s/n,Piso,"Célere Morelia situado en la zona de Parquesol, es un conjunto residencial pensado para tu comodidad y la de los tuyos. La promoción está compuesta por un edificio de 110 viviendas, distribuidas en Planta Baja, 3 plantas y áticos. Cuenta con viviendas de 1, 2, 3 y 4 dormitorios la mayoría con espléndidas terrazas y una magnífica orientación sur. Tu casa será el lugar ideal donde desarrollar tu vida sin preocupaciones, con la combinación perfecta entre zonas comunes, lugar tranquilo y desarrollo urbano. Hemos cuidado la calidad, la versatilidad y la sostenibilidad, aspectos fundamentales dentro de la promoción, cuidando cada detalle. En Vía Célere apostamos por innovar e implantar sistemas cada vez más eficientes, consiguiendo edificios más sostenibles y comprometidos con el medio ambiente. Célere Morelia tiene calificación energética A, lo que supone una disminución de emisiones CO2 y una reducción significativa de la demanda energética del edificio a lo que contribuye la conexión a la red de calor urbana y los paneles fotovoltaicos en cubierta. Consiguiendo así un ahorro energético para que puedas vivir tu vida de una manera cómoda y fácil. Revolucionamos el concepto de zonas comunes y nos diferenciamos por darles un papel primordial dentro de la promoción, dispone de piscina de adultos e infantil junto con solarium y zonas verdes. Igualmente irá equipada de sala social-gourmet donde disfrutar de reuniones con amigos y familiares. Gimnasio para poder mantenerse en forma, sala infantil interior, zona de juego de niños exterior y cuarto para bicicletas. Célere Morelia son casas que construyen tu futuro ZONAS COMUNES Piscina Solarium Zonas verdes Parque infantil Gimnasio Sala infantil Sala gourmet Zona de juegos Cuarto bicicletas UBICACIÓN Y ALREDEDORES Célere Morelia se encuentra ubicada dentro del barrio de Parquesol, en la calle que da nombre a la promoción. Una zona residencial con baja densidad y amplios espacios verdes y jardines para disfrute de toda la familia. Ofrece innumerables servicios, para cubrir sus necesidades, como supermercados, colegios e institutos, ofreciendo las ventajas de un barrio equipado. Perfectamente comunicado con la ciudad, mediante líneas de Autobús 8,9, 10, C1, C2. Así mismo, Célere Morelia se encuentra junto a los accesos de salida de la ciudad hacia la A-62 tanto por la Ronda Interior sur como por la Avda. Real Valladolid.",calle De la Morelia s/n,-,Valladolid,Parquesol,2,2,97,1,Sí,Sí,Sí,Sí,No,No,No,No,No,227100,19
104646355,Piso en calle Macías Picavea,Piso,"IDEAL PARA INVERSORES que quieran comprar un piso en el centro con una gran demanda de alquiler. Este piso se encuentra en la céntrica calle de Calle Macías Picavea. En muy buen estado, tiene dos habitaciones y un baño. Calefacción individual de gas.",calle Macías Picavea,-,Valladolid,Centro,2,1,56,1,Sí,No,No,No,No,No,No,No,No,160000,8
106099788,Piso en paseo Farnesio s/n,Piso,"¡Descubre Diverso Campo Grande II: ¡Tu Nuevo Hogar en Valladolid! COMENZAMOS LA COMERCIALIZACIÓN esta nueva promoción de viviendas en altura, en régimen de cooperativa, en Valladolid. ¡Es el momento de asegurar tu hogar! Viviendas de 2 y 3 dormitorios con garaje y trastero incluidos. Elige entre nuestras viviendas con terraza privada o disfruta de uno de los bajos con patio privado, ideales para pasar momentos al aire libre. Zonas comunes diseñadas para ti: Piscina Zona infantil Sala comunitaria multifuncional Soportal comunitario y áreas estanciales Ubicación inmejorable, cerca de la estación del AVE en Valladolid, con todos los servicios a tu alcance. Un entorno que combina comodidad, modernidad y accesibilidad. ¡Agenda tu cita ahora! No pierdas la oportunidad de formar parte de Diverso Campo Grande II. Contáctanos para más información y visita nuestras viviendas. ¡Te esperamos!",paseo Farnesio s/n,-,Valladolid,Arco Ladrillo,3,2,104,Bajo,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,268000,5
106099786,Piso en paseo Farnesio s/n,Piso,"¡Descubre Diverso Campo Grande II: ¡Tu Nuevo Hogar en Valladolid! COMENZAMOS LA COMERCIALIZACIÓN esta nueva promoción de viviendas en altura, en régimen de cooperativa, en Valladolid. ¡Es el momento de asegurar tu hogar! Viviendas de 2 y 3 dormitorios con garaje y trastero incluidos. Elige entre nuestras viviendas con terraza privada o disfruta de uno de los bajos con patio privado, ideales para pasar momentos al aire libre. Zonas comunes diseñadas para ti: Piscina Zona infantil Sala comunitaria multifuncional Soportal comunitario y áreas estanciales Ubicación inmejorable, cerca de la estación del AVE en Valladolid, con todos los servicios a tu alcance. Un entorno que combina comodidad, modernidad y accesibilidad. ¡Agenda tu cita ahora! No pierdas la oportunidad de formar parte de Diverso Campo Grande II. Contáctanos para más información y visita nuestras viviendas. ¡Te esperamos!",paseo Farnesio s/n,-,Valladolid,Arco Ladrillo,3,2,87,-,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,246000,5
